Tiker,open,high,low,closing
R,40.830314465408804,41.391849685534595,40.17115220125786,40.81188679245283
RAI,53.869496855345915,54.276338993710695,53.33953899371069,53.89094339622641
RDC,25.796635220125786,26.231045911949682,25.2865106918239,25.79012578616352
RF,7.249119496855346,7.412421383647799,7.084935220125786,7.260707547169812
RHI,27.187358490566037,27.52740503144654,26.81242893081761,27.185283018867924
RHT,30.114779874213838,30.517181132075468,29.701588050314463,30.140314465408807
RL,82.97433962264151,84.13891509433962,81.93379433962264,83.09547169811322
ROK,53.89993710691824,54.57263018867924,53.201384276729556,53.93194968553459
ROP,57.50194968553459,58.12106163522012,56.92198364779874,57.57666666666667
ROST,51.93251572327044,52.54938427672956,51.31501446540881,51.97688679245284
RRC,46.61122641509434,47.31223710691824,45.67684968553459,46.48754716981132
RRD,19.553797468354432,19.790291139240505,19.230955696202532,19.51101265822785
RSG,29.453962264150945,29.701330188679243,29.13144402515723,29.450251572327044
RSH,21.068459119496858,21.414288679245285,20.67934402515723,21.06433962264151
RTN,53.31226415094339,53.73722578616352,52.77703836477988,53.27968553459119
RX,21.629342105263156,21.699605263157896,21.598684210526315,21.650526315789474
S,4.119433962264151,4.215325786163522,4.021330188679245,4.113003144654088
SAI,17.872893081761006,18.007987421383646,17.711427044025157,17.866540880503145
SBUX,24.791273885350318,25.110726114649683,24.45674203821656,24.81967515923567
SCG,37.32754716981132,37.60036855345912,37.00130377358491,37.33937106918239
SCHW,17.267279874213838,17.470424528301887,17.0324213836478,17.248411949685533
SE,21.607861635220125,21.823306918238995,21.35826289308176,21.612327044025157
SEE,21.16496855345912,21.383890566037735,20.90573647798742,21.16748427672956
SHLD,91.20651898734177,92.57734746835443,89.40662215189874,90.95632215189875
SHW,69.56349056603773,70.29057987421383,68.90339685534592,69.66301886792454
SIAL,53.038607594936714,53.61372151898735,52.488396202531646,53.10503164556962
SII,39.73317610062893,40.340235849056604,39.09790566037736,39.761320754716984
SJM,60.09402515723271,60.50305408805031,59.597771069182386,60.10427672955975
SLB,62.965561006289306,63.84396981132075,61.971227672955976,62.94490566037736
SLE,13.905094339622641,14.04034968553459,13.783296226415095,13.92446540880503
SLM,11.611100628930817,11.850255974842767,11.364025157232703,11.608490566037736
SNA,43.660880503144654,44.09054465408805,43.124467924528304,43.64377358490566
SNDK,37.98761006289308,38.77793773584906,37.122977987421386,37.99467232704403
SNI,43.213522012578615,43.68336163522012,42.61839496855346,43.19672955974843
SO,33.62876477987422,33.838793081761004,33.37892641509434,33.64867924528302
SPG,83.08908805031447,84.27782704402516,81.85184025157233,83.13383647798743
SPLS,22.516006289308176,22.779368553459122,22.231724528301886,22.50932389937107
SRCL,58.23407051282051,58.81217948717949,57.714150000000004,58.345128205128205
SRE,49.5714465408805,50.017182389937105,49.087685534591195,49.575361635220126
STI,25.70635220125786,26.20955031446541,25.175896226415095,25.72641509433962
STJ,38.362138364779874,38.71256603773585,37.925049685534596,38.336100628930815
STR,41.85445652173913,42.36927971014493,41.24836014492753,41.83963768115942
STT,41.863679245283016,42.405779874213835,41.26893018867924,41.82194968553459
STZ,16.48816037735849,16.675354716981133,16.3083,16.51018867924528
SUN,30.539056603773584,31.007570440251573,30.0426106918239,30.584150943396228
SVU,13.944905660377357,14.141933962264151,13.708113207547171,13.928867924528301
SWK,56.654748427672956,57.346605031446536,55.86066352201257,56.64597484276729
SWN,41.322232704402516,41.94053459119497,40.52227295597484,41.228113207547175
SWY,22.613333333333333,22.878122641509435,22.371245911949686,22.64566037735849
SYK,53.29352201257862,53.74856540880503,52.71090754716981,53.283018867924525
SYMC,15.980189873417721,16.166937974683545,15.775824683544304,15.965860759493673
SYY,29.47894213836478,29.713593081761005,29.217992452830188,29.48798742138365
T,25.6751572327044,25.85359496855346,25.445185534591197,25.649119496855345
TAP,43.33446540880503,43.700814465408804,42.951157232704404,43.35716981132075
TDC,30.57754716981132,30.93406289308176,30.147011949685535,30.565974842767293
TE,15.965943396226415,16.134035220125785,15.79559245283019,15.984025157232704
TEG,45.83301886792453,46.29605471698113,45.41446603773585,45.93188679245283
TER,10.767547169811321,10.967450943396226,10.513457861635219,10.74566037735849
TGT,52.547138364779876,53.077559748427674,52.000594968553465,52.56962264150943
THC,5.305157232704403,5.415314465408805,5.181547169811321,5.290943396226415
TIE,16.32754716981132,16.710095597484276,15.958600628930817,16.350377358490565
TIF,44.204276729559744,44.77479119496855,43.542064150943396,44.204276729559744
TJX,42.457798742138365,42.941351572327044,41.98432452830188,42.49610062893082
TLAB,7.351050955414013,7.4858815286624205,7.2019554140127395,7.34875796178344
TMK,50.40298742138365,50.99382704402516,49.76802515723271,50.43981132075472
TMO,49.889342138364775,50.38820754716981,49.28420817610063,49.874339622641514
TROW,51.49849056603774,52.10878490566038,50.762398742138366,51.46133647798742
TRV,50.88606918238994,51.31299433962264,50.42704150943396,50.892452830188674
TSN,17.169811320754718,17.398410691823898,16.936258490566036,17.19685534591195
TSO,12.648364779874214,12.856795597484275,12.396095597484276,12.633899371069182
TSS,15.109559748427673,15.269689308176101,14.939605660377358,15.100440251572326
TWC,51.04012578616352,51.77411886792453,50.397327672955974,51.149308176100625
TWX,30.483647798742137,30.843446540880503,30.134685534591195,30.519669811320753
TXN,24.80694968553459,25.112896226415092,24.46323962264151,24.813820754716982
TXT,20.53125786163522,20.922508805031445,20.08930188679245,20.525974842767297
UNH,31.59679245283019,32.002259119496856,31.12977358490566,31.578993710691826
UNM,22.45503144654088,22.74965786163522,22.14568616352201,22.471446540880503
UNP,71.0848427672956,71.96048427672956,70.19556855345913,71.15691823899371
UPS,62.39764150943397,62.99675471698114,61.720758490566034,62.3722641509434
URBN,35.26039855072464,35.75489130434783,34.661560869565214,35.236268115942025
USB,24.58232704402516,24.905267924528303,24.258742767295598,24.592720125786162
UTX,70.09317610062894,70.71637610062893,69.40730880503145,70.11188679245284
V,82.38349056603774,83.33444150943396,81.2185031446541,82.2269182389937
VAR,52.38143081761006,52.91566540880503,51.73066100628931,52.419182389937106
VFC,77.98990566037736,78.729,77.16320503144654,78.00679245283018
VIA,35.540886075949366,35.958356329113926,35.07556962025316,35.54994240506329
VIA.B,33.49401785714286,33.95428571428572,32.91580178571429,33.43714285714286
VLO,18.575283018867925,18.84916226415094,18.246320125786166,18.575974842767295
VMC,47.657421383647794,48.30897106918239,46.84358238993711,47.6085534591195
VNO,74.92290754716981,76.0051037735849,73.83269496855345,75.01264150943396
VRSN,26.568471337579616,26.938204458598726,26.276975796178345,26.634028662420384
VTR,46.75616352201258,47.355,46.170316981132075,46.83408805031446
VZ,29.20932389937107,29.402279874213836,28.93450754716981,29.171446540880506
WAG,33.11327169811321,33.45160314465409,32.728459119496854,33.09301886792453
WAT,65.10352201257861,65.84179748427673,64.37013270440251,65.13157232704403
WDC,37.052893081761006,37.62550440251572,36.227988679245286,36.881509433962265
WEC,50.93374213836478,51.316485534591195,50.50029937106918,50.99220125786164
WFC,28.915157232704402,29.332043396226414,28.47263962264151,28.910188679245284
WFMI,35.900569620253165,36.41481202531645,35.393117088607596,35.952943037974684
WFR,12.579182389937106,12.810757232704402,12.272364150943396,12.54748427672956
WHR,90.39185534591195,91.79951761006289,88.67021509433962,90.30522012578616
WIN,10.90632911392405,11.000164556962027,10.769932911392406,10.898291139240508
WLP,57.27276729559749,58.031037735849054,56.43275408805032,57.25119496855346
WM,33.462583647798745,33.72700125786164,33.16085786163522,33.46194968553459
WMB,21.317232704402517,21.608364779874215,21.011161635220127,21.31761006289308
WMT,52.6763503144654,53.03205597484277,52.30650817610063,52.66210691823899
WPI,41.52383647798742,41.90361509433962,41.062239622641506,41.529999999999994
WPO,448.70893081761005,453.53647610062893,442.39134025157233,448.0220754716981
WU,16.814150943396225,17.006424528301885,16.602432704402514,16.79853773584906
WY,39.151698113207544,39.68743647798742,38.52110251572327,39.12333333333333
WYN,23.645819496855346,24.034351572327044,23.24786289308176,23.669496855345912
WYNN,77.3966447368421,78.99598421052632,75.88439736842106,77.53778947368421
X,52.03121509433962,53.05733081761006,50.750523270440254,51.85138364779875
XEL,21.230251572327045,21.40396289308176,21.064854716981134,21.25754716981132
XL,17.990911949685533,18.243965408805032,17.711276729559746,17.993333333333332
XLNX,25.826265822784812,26.1967835443038,25.44097911392405,25.860284810126583
XOM,64.21179245283018,64.64966477987421,63.60816226415094,64.13569182389938
XRAY,33.19100649350649,33.50975714285714,32.82877012987013,33.18922077922078
XRX,9.38653459119497,9.529716981132076,9.226212578616352,9.389072327044024
XTO,45.98628099173554,46.34012066115702,45.56778760330578,45.955537190082644
YHOO,15.703544303797468,15.90636835443038,15.494622151898733,15.69716835443038
YUM,38.98044025157233,39.37188867924528,38.60559685534591,39.021886792452825
ZION,21.913836477987424,22.439193081761008,21.39325786163522,21.94121006289308
ZMH,57.325157232704406,57.87116477987421,56.703173584905656,57.29138364779874
