Tiker,open,high,low,closing
JWN,37.51503144654088,38.123427044025156,36.88154528301887,37.50685534591195
K,52.94899371069182,53.33211635220126,52.54344716981132,52.9682389937107
KEY,7.77496855345912,7.938695597484277,7.60471320754717,7.779764150943397
KFT,29.33641509433962,29.579769811320755,29.08030817610063,29.362311320754717
KG,10.263993710691823,10.407515723270441,10.09522641509434,10.250377358490566
KIM,14.527295597484278,14.768647798742139,14.285691823899372,14.536792452830188
KLAC,31.087292993630573,31.554111464968152,30.51689044585987,31.02724522292994
KMB,61.87062893081761,62.24346163522013,61.38165220125786,61.85477987421383
KMX,20.592280701754387,20.95350701754386,20.192852631578948,20.563508771929826
KO,53.87861635220126,54.22892955974842,53.45762704402515,53.87251572327044
KR,21.39880251572327,21.63009433962264,21.202619496855345,21.424025157232705
KSS,51.96022012578616,52.56610062893082,51.30947169811321,51.92949685534592
L,36.017138364779875,36.327359119496855,35.64514025157233,36.0196855345912
LEG,21.324150943396226,21.581976100628932,21.03254528301887,21.32937106918239
LEN,16.214842767295597,16.566209433962264,15.829889308176101,16.18693396226415
LH,75.39132075471697,76.0527534591195,74.7201320754717,75.44490566037736
LIFE,49.82882911392405,50.37227784810127,49.208674050632915,49.81370253164557
LLL,84.8966037735849,85.55506666666668,84.01617610062893,84.8369182389937
LLTC,29.023670886075948,29.3703417721519,28.609063924050634,29.019952531645572
LLY,35.07,35.331254716981135,34.76106540880503,35.060503144654085
LM,29.48188679245283,29.934298113207547,28.96235471698113,29.455911949685532
LMT,78.9491823899371,79.64454025157234,78.2094779874214,78.9606289308176
LNC,26.876729559748426,27.342159748427672,26.34334968553459,26.855786163522012
LO,75.86547169811321,76.43465660377358,75.19127044025157,75.84503144654089
LOW,23.333867924528302,23.59215849056604,23.012952201257864,23.30861635220126
LSI,5.462389937106918,5.557766666666667,5.348611320754717,5.456289308176101
LTD,23.916415094339623,24.284280503144654,23.527050943396226,23.940503144654087
LUK,23.207044025157234,23.48569496855346,22.850676729559748,23.168930817610065
LUV,12.25125786163522,12.429517610062893,12.066686163522013,12.24490566037736
LXK,34.76594339622641,35.32537610062893,34.17673144654088,34.79522012578616
M,20.06622641509434,20.423080503144654,19.68545220125786,20.0750786163522
MA,229.76730188679244,232.84335849056603,226.43391132075473,229.53452830188678
MAR,31.37563647798742,31.84151823899371,30.92718679245283,31.42635220125786
MAS,13.668238993710691,13.908537106918237,13.38802641509434,13.662138364779876
MAT,21.86022435897436,22.13512051282051,21.547741025641024,21.869086538461538
MCD,67.46374213836478,67.9686220125786,66.98349811320755,67.51147798742139
MCHP,28.447802547770703,28.754877070063692,28.05644904458599,28.445222929936303
MCK,64.56183144654088,65.17514779874215,63.833377987421386,64.56836477987422
MCO,24.815345911949684,25.17191761006289,24.438268553459118,24.80547169811321
MDP,33.12512578616352,33.54893018867925,32.653442767295594,33.11641509433962
MDT,41.559654088050316,41.92290817610063,41.121730817610064,41.508930817610064
MEE,38.814496855345915,39.74314465408805,37.83623333333334,38.7751572327044
MET,40.14440251572327,40.723033962264154,39.49022641509434,40.13817610062893
MFE,36.31663522012579,36.68849308176101,35.87742955974843,36.29679245283019
MHP,32.1996855345912,32.55908679245283,31.769854716981133,32.18591194968554
MHS,59.35789308176101,59.9671679245283,58.606523270440256,59.241006289308174
MI,7.618584905660377,7.812924528301887,7.419869182389937,7.623411949685535
MIL,96.61342105263157,97.04204887218046,95.74271804511278,96.77578947368421
MJN,50.26977987421384,50.82854025157233,49.67872264150944,50.30012578616353
MKC,38.40235849056604,38.67059371069182,38.1361106918239,38.44459119496855
MMC,23.073962264150946,23.293733962264152,22.83801886792453,23.087924528301887
MMM,82.4309748427673,83.10032012578617,81.50069496855346,82.39245283018867
MO,20.73603773584906,20.883550943396227,20.570129559748427,20.74256289308176
MOLX,20.70307692307692,20.956555128205128,20.39966346153846,20.692083333333333
MON,64.38184402515724,65.12138742138364,63.458456603773584,64.2192610062893
MOT,7.1665408805031445,7.284842767295597,7.049088050314466,7.163349056603774
MRK,36.06311320754717,36.40551006289308,35.620849056603774,36.03691823899371
MRO,31.680440251572325,32.01860188679245,31.314754088050314,31.69056603773585
MS,27.883773584905658,28.28844213836478,27.43408616352201,27.85761006289308
MSFT,27.905541401273886,28.177604458598726,27.584670700636945,27.8736974522293
MTB,82.01861635220125,83.26732704402515,80.79709371069183,82.11308176100628
MU,9.352579617834396,9.526968789808917,9.102673248407642,9.320343949044586
MUR,54.58235849056604,55.24172955974842,53.83301446540881,54.607295597484274
MWV,24.82993710691824,25.17229182389937,24.425788679245283,24.793584905660378
MWW,14.961037735849056,15.242606289308176,14.642679874213837,14.941069182389938
MYL,19.54674193548387,19.79530193548387,19.295497419354838,19.56253225806452
NBL,70.57462327044026,71.44634465408805,69.54702515723271,70.55396226415094
NBR,20.629685534591193,21.02242830188679,20.173977987421384,20.588301886792454
NDAQ,19.570891719745223,19.80473184713376,19.334082165605093,19.57700636942675
NEE,51.67048780487806,52.25570731707317,51.302212195121946,51.890487804878056
NEM,53.26298742138365,54.02922893081761,52.495138364779876,53.28430817610063
NI,15.571069182389937,15.717750314465409,15.410040880503145,15.585157232704402
NKE,70.48770440251572,71.20326603773584,69.80014591194968,70.5682389937107
NOC,60.89194968553459,61.47900251572327,60.24799433962264,60.912751572327046
NOV,40.846666666666664,41.436876100628936,40.1365106918239,40.79716981132076
NOVL,5.59370253164557,5.666894303797468,5.520741139240506,5.598481012658228
NRG,22.453214285714285,22.763480714285713,22.129680714285712,22.445642857142857
NSC,54.78097484276729,55.44691635220126,54.08282264150943,54.82937106918239
NSM,14.336194968553459,14.515294968553459,14.097376100628932,14.323333333333332
NTAP,35.48129872611465,36.05289936305732,34.93879936305732,35.55759554140127
NTRS,51.983057324840765,52.58932611464968,51.37348280254777,51.991019108280256
NU,26.7388679245283,26.95925408805031,26.509691823899374,26.76327044025157
NUE,43.15440251572327,43.672934591194974,42.476179874213834,43.08459119496855
NVDA,14.389303797468356,14.61874746835443,14.075343037974683,14.34573417721519
NVLS,24.850220125786162,25.219879874213838,24.454110062893083,24.86756289308176
NWL,15.586540880503145,15.785953459119499,15.368725157232705,15.589433962264149
NWSA,13.722677419354838,13.91513870967742,13.478793548387099,13.710570322580644
NYT,10.533962264150944,10.76264968553459,10.284622641509435,10.510817610062894
NYX,28.316446540880502,28.718750943396227,27.946020754716983,28.37201257861635
ODP,6.158616352201258,6.297875471698114,5.986874213836478,6.136226415094339
OI,30.799088050314467,31.29245094339623,30.27516603773585,30.775220125786166
OKE,46.15305785123967,46.64527438016529,45.52122396694215,46.17727272727272
OMC,38.134103773584904,38.52466855345912,37.71937232704402,38.12213836477987
ORCL,24.16920382165605,24.417674522292995,23.89022356687898,24.16381847133758
ORLY,44.36123417721519,44.859841772151896,43.92843987341772,44.452974683544305
OXY,81.40342767295597,82.34941823899372,80.30744591194969,81.37566037735849
PAYX,29.156163522012577,29.386591823899373,28.86176289308176,29.13609433962264
PBCT,15.07579617834395,15.207582802547769,14.898904458598727,15.046512738853501
PBG,37.73973684210526,37.92421315789474,37.59644736842105,37.78263157894737
PBI,23.062987421383646,23.25521383647799,22.79070817610063,23.035849056603773
PCAR,41.453955696202534,42.068639873417716,40.838608227848106,41.489177215189876
PCG,42.97506289308176,43.36918238993711,42.59895660377358,43.04716981132076
PCL,37.183238993710695,37.57289811320755,36.70582452830189,37.159559748427675
PCLN,225.9029113924051,229.7980411392405,221.99062911392403,226.24202531645568
PCP,116.69633962264152,118.10335849056604,115.10469937106917,116.7522641509434
PCS,7.70751572327044,7.852787421383648,7.550845911949685,7.697106918238993
PDCO,29.681305732484077,29.95766050955414,29.33079872611465,29.670318471337577
PEG,31.558427672955975,31.84679685534591,31.21330251572327,31.55723270440252
PEP,63.764716981132075,64.22418301886792,63.30026918238994,63.82534591194968
PFE,16.637264150943395,16.79686603773585,16.451067295597486,16.615078616352204
PFG,25.93018867924528,26.34354088050314,25.4816641509434,25.93389937106918
PG,61.901942138364774,62.35515786163522,61.389905660377366,61.97075471698113
PGN,39.68201257861635,39.949538364779876,39.37613396226415,39.701446540880504
PGR,18.8325786163522,19.01919748427673,18.62976289308176,18.834591194968553
PH,61.78333333333333,62.57552767295598,60.93307232704403,61.80018867924528
PHM,10.447610062893082,10.654364779874214,10.223416981132075,10.435345911949685
PKI,22.05955974842767,22.311949056603776,21.772811949685536,22.04081761006289
PLD,12.228364779874214,12.457703773584905,11.96375786163522,12.210597484276729
PLL,37.24025157232704,37.64534213836478,36.812035220125786,37.262327044025156
PM,48.894622641509436,49.411478616352206,48.211773584905664,48.96
PNC,59.331452830188674,60.165539622641504,58.39326163522012,59.29889937106918
PNW,37.193773584905664,37.51766226415094,36.86781257861635,37.235849056603776
POM,16.691603773584905,16.833206289308176,16.513861006289307,16.686666666666664
PPG,64.53628930817611,65.25428867924528,63.81394150943396,64.60220125786164
PPL,27.595,27.830627044025157,27.28445408805031,27.566477987421383
PRU,56.55965597484277,57.35898993710692,55.64024968553459,56.56320754716981
PSA,89.85874213836479,90.96132075471698,88.80899371069182,90.00704402515724
PTV,26.624418238993712,26.931333962264148,26.312374213836474,26.644716981132078
PWR,20.066509433962263,20.343893081761006,19.763938993710692,20.069811320754717
PX,80.87274402515723,81.65385408805031,80.13461132075471,80.97685534591194
PXD,57.1437106918239,58.18005723270441,56.0996037735849,57.24037735849056
Q,5.076666666666667,5.137063522012578,5.022408176100629,5.084213836477987
QCOM,39.18821656050955,39.6213025477707,38.722516560509554,39.16269363057325
QEP,31.218285714285717,31.737628571428573,30.575499999999998,31.205428571428573
QLGC,18.48355769230769,18.741660256410256,18.206810897435897,18.49235576923077
