<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
ЛУКОЙЛ;D;05/02/21;000000;5715;1126362
ЛУКОЙЛ;D;08/02/21;000000;5758;963993
ЛУКОЙЛ;D;09/02/21;000000;5695;1051082
ЛУКОЙЛ;D;10/02/21;000000;5594.5;1340820
ЛУКОЙЛ;D;11/02/21;000000;5641.5;705999
ЛУКОЙЛ;D;12/02/21;000000;5756;1265401
ЛУКОЙЛ;D;15/02/21;000000;5909.5;1142351
ЛУКОЙЛ;D;16/02/21;000000;5868.5;933839
ЛУКОЙЛ;D;17/02/21;000000;5768.5;1285106
ЛУКОЙЛ;D;18/02/21;000000;5615;1263225
ЛУКОЙЛ;D;19/02/21;000000;5656;1243506
ЛУКОЙЛ;D;20/02/21;000000;5633;123120
ЛУКОЙЛ;D;22/02/21;000000;5786;1191981
ЛУКОЙЛ;D;24/02/21;000000;5788.5;1138744
ЛУКОЙЛ;D;25/02/21;000000;5740.5;1650247
ЛУКОЙЛ;D;26/02/21;000000;5575.5;2508179
ЛУКОЙЛ;D;01/03/21;000000;5634;1041586
ЛУКОЙЛ;D;02/03/21;000000;5648.5;771443
ЛУКОЙЛ;D;03/03/21;000000;5701;889035
ЛУКОЙЛ;D;04/03/21;000000;5806;1944534
ЛУКОЙЛ;D;05/03/21;000000;6236;3839237
ЛУКОЙЛ;D;09/03/21;000000;6305;1978806
ЛУКОЙЛ;D;10/03/21;000000;6127.5;1644012
ЛУКОЙЛ;D;11/03/21;000000;6339;1526249
ЛУКОЙЛ;D;12/03/21;000000;6356;950677
ЛУКОЙЛ;D;15/03/21;000000;6472.5;1704619
ЛУКОЙЛ;D;16/03/21;000000;6445;1911379
ЛУКОЙЛ;D;17/03/21;000000;6363;1610167
ЛУКОЙЛ;D;18/03/21;000000;6083;2135207
ЛУКОЙЛ;D;19/03/21;000000;6078;2907248
ЛУКОЙЛ;D;22/03/21;000000;6118;1218133
ЛУКОЙЛ;D;23/03/21;000000;5961;1731389
ЛУКОЙЛ;D;24/03/21;000000;6162.5;1527101
ЛУКОЙЛ;D;25/03/21;000000;6182;1161877
ЛУКОЙЛ;D;26/03/21;000000;6283;1197568
ЛУКОЙЛ;D;29/03/21;000000;6257.5;818553
ЛУКОЙЛ;D;30/03/21;000000;6155;945193
ЛУКОЙЛ;D;31/03/21;000000;6111.5;833984
ЛУКОЙЛ;D;01/04/21;000000;6112;1143940
ЛУКОЙЛ;D;02/04/21;000000;6108.5;236119
ЛУКОЙЛ;D;05/04/21;000000;5990.5;856536
ЛУКОЙЛ;D;06/04/21;000000;5891;1171924
ЛУКОЙЛ;D;07/04/21;000000;5978;1424539
ЛУКОЙЛ;D;08/04/21;000000;6008.5;768587
ЛУКОЙЛ;D;09/04/21;000000;5933;1148067
ЛУКОЙЛ;D;12/04/21;000000;6020;1271608
ЛУКОЙЛ;D;13/04/21;000000;6044.5;752392
ЛУКОЙЛ;D;14/04/21;000000;6134;1343550
ЛУКОЙЛ;D;15/04/21;000000;6054.5;1194216
ЛУКОЙЛ;D;16/04/21;000000;6066;761537
ЛУКОЙЛ;D;19/04/21;000000;6007;555681
ЛУКОЙЛ;D;20/04/21;000000;5897;1450363
ЛУКОЙЛ;D;21/04/21;000000;5946;850747
ЛУКОЙЛ;D;22/04/21;000000;5999;1305530
ЛУКОЙЛ;D;23/04/21;000000;5950;855974
ЛУКОЙЛ;D;26/04/21;000000;5919;841031
ЛУКОЙЛ;D;27/04/21;000000;5903.5;763487
ЛУКОЙЛ;D;28/04/21;000000;5901;891582
ЛУКОЙЛ;D;29/04/21;000000;5926;1023222
ЛУКОЙЛ;D;30/04/21;000000;5805;1379074
ЛУКОЙЛ;D;04/05/21;000000;5991;1373584
ЛУКОЙЛ;D;05/05/21;000000;6122;1341451
ЛУКОЙЛ;D;06/05/21;000000;6087;1017307
ЛУКОЙЛ;D;07/05/21;000000;6088;726508
ЛУКОЙЛ;D;10/05/21;000000;6118;1043015
ЛУКОЙЛ;D;11/05/21;000000;6021;1247646
ЛУКОЙЛ;D;12/05/21;000000;6119;1425406
ЛУКОЙЛ;D;13/05/21;000000;6040;1174685
ЛУКОЙЛ;D;14/05/21;000000;6050;506014
ЛУКОЙЛ;D;17/05/21;000000;5976;1721230
ЛУКОЙЛ;D;18/05/21;000000;5994;1805082
ЛУКОЙЛ;D;19/05/21;000000;5862.5;1734941
ЛУКОЙЛ;D;20/05/21;000000;5711;1350818
ЛУКОЙЛ;D;21/05/21;000000;5800.5;1123385
ЛУКОЙЛ;D;24/05/21;000000;5818;572345
ЛУКОЙЛ;D;25/05/21;000000;5913;1086511
ЛУКОЙЛ;D;26/05/21;000000;6016.5;1173581
ЛУКОЙЛ;D;27/05/21;000000;5992;1612395
ЛУКОЙЛ;D;28/05/21;000000;5955;734305
ЛУКОЙЛ;D;31/05/21;000000;5993;393169
ЛУКОЙЛ;D;01/06/21;000000;6210;2081713
ЛУКОЙЛ;D;02/06/21;000000;6428;2239304
ЛУКОЙЛ;D;03/06/21;000000;6474.5;1956653
ЛУКОЙЛ;D;04/06/21;000000;6511;1523774
ЛУКОЙЛ;D;07/06/21;000000;6555;919194
ЛУКОЙЛ;D;08/06/21;000000;6504.5;1372864
ЛУКОЙЛ;D;09/06/21;000000;6587;942956
ЛУКОЙЛ;D;10/06/21;000000;6570;1088751
ЛУКОЙЛ;D;11/06/21;000000;6518.5;578710
ЛУКОЙЛ;D;14/06/21;000000;6515;581598
ЛУКОЙЛ;D;15/06/21;000000;6504.5;827998
ЛУКОЙЛ;D;16/06/21;000000;6591.5;1181404
ЛУКОЙЛ;D;17/06/21;000000;6669.5;1678653
ЛУКОЙЛ;D;18/06/21;000000;6653;1865165
ЛУКОЙЛ;D;21/06/21;000000;6697;687141
ЛУКОЙЛ;D;22/06/21;000000;6715.5;1072490
ЛУКОЙЛ;D;23/06/21;000000;6633;1062165
ЛУКОЙЛ;D;24/06/21;000000;6725;1483768
ЛУКОЙЛ;D;25/06/21;000000;6810;882066
ЛУКОЙЛ;D;28/06/21;000000;6759;805119
ЛУКОЙЛ;D;29/06/21;000000;6685;1285234
ЛУКОЙЛ;D;30/06/21;000000;6762.5;1145816
ЛУКОЙЛ;D;01/07/21;000000;7010;1490962
Сбербанк;D;30/06/20;000000;203.22;43754960
Сбербанк;D;02/07/20;000000;209.6;76382050
Сбербанк;D;03/07/20;000000;210.95;50644210
Сбербанк;D;06/07/20;000000;214.61;55455110
Сбербанк;D;07/07/20;000000;210.53;44728560
Сбербанк;D;08/07/20;000000;210.97;42068480
Сбербанк;D;09/07/20;000000;209.11;45189000
Сбербанк;D;10/07/20;000000;212.28;50706520
Сбербанк;D;13/07/20;000000;208.39;51331610
Сбербанк;D;14/07/20;000000;209.5;66035020
Сбербанк;D;15/07/20;000000;211.09;49529010
Сбербанк;D;16/07/20;000000;211.35;39030370
Сбербанк;D;17/07/20;000000;210.81;36140220
Сбербанк;D;20/07/20;000000;213.89;44507600
Сбербанк;D;21/07/20;000000;215.73;75649160
Сбербанк;D;22/07/20;000000;216.71;48441000
Сбербанк;D;23/07/20;000000;215.41;43424820
Сбербанк;D;24/07/20;000000;215.97;53567220
Сбербанк;D;27/07/20;000000;216.9;38321750
Сбербанк;D;28/07/20;000000;215.53;24610340
Сбербанк;D;29/07/20;000000;219.18;41346230
Сбербанк;D;30/07/20;000000;218.15;51264970
Сбербанк;D;31/07/20;000000;221.57;59709710
Сбербанк;D;03/08/20;000000;226.72;64556650
Сбербанк;D;04/08/20;000000;227.16;42017490
Сбербанк;D;05/08/20;000000;226.4;54642900
Сбербанк;D;06/08/20;000000;226;30164090
Сбербанк;D;07/08/20;000000;227.28;35640160
Сбербанк;D;10/08/20;000000;225.99;43502880
Сбербанк;D;11/08/20;000000;232.65;81875170
Сбербанк;D;12/08/20;000000;242.4;101002270
Сбербанк;D;13/08/20;000000;241.39;85720330
Сбербанк;D;14/08/20;000000;239.99;44284550
Сбербанк;D;17/08/20;000000;237.8;77120410
Сбербанк;D;18/08/20;000000;236.3;36762880
Сбербанк;D;19/08/20;000000;239.4;38234650
Сбербанк;D;20/08/20;000000;232.48;116941150
Сбербанк;D;21/08/20;000000;231.22;138913060
Сбербанк;D;24/08/20;000000;231.81;44546800
Сбербанк;D;25/08/20;000000;228.08;58979870
Сбербанк;D;26/08/20;000000;227.8;75779450
Сбербанк;D;27/08/20;000000;226.23;51031070
Сбербанк;D;28/08/20;000000;226.3;40748090
Сбербанк;D;31/08/20;000000;226.1;62015070
Сбербанк;D;01/09/20;000000;227.64;37550370
Сбербанк;D;02/09/20;000000;222.57;77854040
Сбербанк;D;03/09/20;000000;218.32;69470720
Сбербанк;D;04/09/20;000000;222.21;70670060
Сбербанк;D;07/09/20;000000;221.32;59334960
Сбербанк;D;08/09/20;000000;217.68;70024350
Сбербанк;D;09/09/20;000000;218;48062980
Сбербанк;D;10/09/20;000000;220.6;71198540
Сбербанк;D;11/09/20;000000;221.07;45688920
Сбербанк;D;14/09/20;000000;227.37;62906200
Сбербанк;D;15/09/20;000000;231.5;61905270
Сбербанк;D;16/09/20;000000;231.06;39605930
Сбербанк;D;17/09/20;000000;231.46;49126710
Сбербанк;D;18/09/20;000000;230.3;54624840
Сбербанк;D;21/09/20;000000;226.25;70303620
Сбербанк;D;22/09/20;000000;229.88;66622080
Сбербанк;D;23/09/20;000000;228.5;71299220
Сбербанк;D;24/09/20;000000;228.17;81995110
Сбербанк;D;25/09/20;000000;228.24;60248340
Сбербанк;D;28/09/20;000000;228.63;64519830
Сбербанк;D;29/09/20;000000;225.48;90417190
Сбербанк;D;30/09/20;000000;229.14;78604470
Сбербанк;D;01/10/20;000000;227.23;77828210
Сбербанк;D;02/10/20;000000;208.8;114322450
Сбербанк;D;05/10/20;000000;208.89;45601880
Сбербанк;D;06/10/20;000000;211.18;87529560
Сбербанк;D;07/10/20;000000;210.6;62052620
Сбербанк;D;08/10/20;000000;207.97;49545460
Сбербанк;D;09/10/20;000000;205.38;65518060
Сбербанк;D;12/10/20;000000;206.18;52321380
Сбербанк;D;13/10/20;000000;205.03;46023280
Сбербанк;D;14/10/20;000000;207.83;46840170
Сбербанк;D;15/10/20;000000;203.85;76502030
Сбербанк;D;16/10/20;000000;201.17;66258500
Сбербанк;D;19/10/20;000000;202.78;47421400
Сбербанк;D;20/10/20;000000;209.54;80919110
Сбербанк;D;21/10/20;000000;210.33;82509750
Сбербанк;D;22/10/20;000000;210.21;46859510
Сбербанк;D;23/10/20;000000;214.5;75361490
Сбербанк;D;26/10/20;000000;211.1;58921210
Сбербанк;D;27/10/20;000000;207.64;61084680
Сбербанк;D;28/10/20;000000;204.73;70171420
Сбербанк;D;29/10/20;000000;205.58;91505270
Сбербанк;D;30/10/20;000000;200.99;83659620
Сбербанк;D;02/11/20;000000;204.5;82335660
Сбербанк;D;03/11/20;000000;209.2;90368710
Сбербанк;D;05/11/20;000000;216.7;152554980
Сбербанк;D;06/11/20;000000;217.5;94997390
Сбербанк;D;09/11/20;000000;228.05;217536750
Сбербанк;D;10/11/20;000000;236.1;229603230
Сбербанк;D;11/11/20;000000;244.2;234843470
Сбербанк;D;12/11/20;000000;242.08;151436920
Сбербанк;D;13/11/20;000000;242.99;106150870
Сбербанк;D;16/11/20;000000;247.99;113945190
Сбербанк;D;17/11/20;000000;245.7;94918470
Сбербанк;D;18/11/20;000000;242.71;60088940
Сбербанк;D;19/11/20;000000;240.27;97143730
Сбербанк;D;20/11/20;000000;239.42;48799870
Сбербанк;D;23/11/20;000000;239.7;74832280
Сбербанк;D;24/11/20;000000;247.33;84515780
Сбербанк;D;25/11/20;000000;251.91;133397740
Сбербанк;D;26/11/20;000000;250.1;79917590
Сбербанк;D;27/11/20;000000;251.59;51431130
Сбербанк;D;30/11/20;000000;249.63;112141620
Сбербанк;D;01/12/20;000000;260.81;132069500
Сбербанк;D;02/12/20;000000;264.06;93452130
Сбербанк;D;03/12/20;000000;263.14;62240840
Сбербанк;D;04/12/20;000000;270;94637930
Сбербанк;D;07/12/20;000000;274.36;94793660
Сбербанк;D;08/12/20;000000;275.49;78859920
Сбербанк;D;09/12/20;000000;276.89;73639980
Сбербанк;D;10/12/20;000000;282.2;75658690
Сбербанк;D;11/12/20;000000;283.73;76101950
Сбербанк;D;14/12/20;000000;279.95;90415250
Сбербанк;D;15/12/20;000000;278.7;84193230
Сбербанк;D;16/12/20;000000;278.35;54748960
Сбербанк;D;17/12/20;000000;278.5;92138550
Сбербанк;D;18/12/20;000000;270.16;99271840
Сбербанк;D;21/12/20;000000;261.79;120517950
Сбербанк;D;22/12/20;000000;262.04;105490480
Сбербанк;D;23/12/20;000000;270.1;67938790
Сбербанк;D;24/12/20;000000;269.32;42614450
Сбербанк;D;25/12/20;000000;270.64;11989750
Сбербанк;D;28/12/20;000000;274.7;39043430
Сбербанк;D;29/12/20;000000;272;39021610
Сбербанк;D;30/12/20;000000;271.65;31530660
Сбербанк;D;04/01/21;000000;272;48922920
Сбербанк;D;05/01/21;000000;275.2;45583910
Сбербанк;D;06/01/21;000000;272.93;40948520
Сбербанк;D;08/01/21;000000;283.64;88928790
Сбербанк;D;11/01/21;000000;289.49;112349520
Сбербанк;D;12/01/21;000000;289.99;78962360
Сбербанк;D;13/01/21;000000;283.78;67559080
Сбербанк;D;14/01/21;000000;284.79;74673700
Сбербанк;D;15/01/21;000000;276.9;73774870
Сбербанк;D;18/01/21;000000;279.79;73935650
Сбербанк;D;19/01/21;000000;278.19;55998820
Сбербанк;D;20/01/21;000000;279.8;47940980
Сбербанк;D;21/01/21;000000;274.4;83795610
Сбербанк;D;22/01/21;000000;268.25;87007610
Сбербанк;D;25/01/21;000000;265.3;114330950
Сбербанк;D;26/01/21;000000;269.34;75228120
Сбербанк;D;27/01/21;000000;265.5;100093260
Сбербанк;D;28/01/21;000000;265.96;81253290
Сбербанк;D;29/01/21;000000;258.11;120123710
Сбербанк;D;01/02/21;000000;263.8;63130400
Сбербанк;D;02/02/21;000000;263.15;79534190
Сбербанк;D;03/02/21;000000;263.53;77648760
Сбербанк;D;04/02/21;000000;270.11;78929290
Сбербанк;D;05/02/21;000000;271.7;71806820
Сбербанк;D;08/02/21;000000;275.2;51878390
Сбербанк;D;09/02/21;000000;268.98;91921510
Сбербанк;D;10/02/21;000000;265.9;63087490
Сбербанк;D;11/02/21;000000;264.7;38669800
Сбербанк;D;12/02/21;000000;266;81658530
Сбербанк;D;15/02/21;000000;271.81;56945310
Сбербанк;D;16/02/21;000000;270.9;63103170
Сбербанк;D;17/02/21;000000;270.9;79103850
Сбербанк;D;18/02/21;000000;266.99;58729690
Сбербанк;D;19/02/21;000000;271.34;59268550
Сбербанк;D;20/02/21;000000;270.51;8763250
Сбербанк;D;22/02/21;000000;273.71;48129770
Сбербанк;D;24/02/21;000000;271.9;64190320
Сбербанк;D;25/02/21;000000;270.71;79716010
Сбербанк;D;26/02/21;000000;270.17;74892050
Сбербанк;D;01/03/21;000000;273.58;35962010
Сбербанк;D;02/03/21;000000;279.1;71566360
Сбербанк;D;03/03/21;000000;278.01;64275320
Сбербанк;D;04/03/21;000000;274.75;91991370
Сбербанк;D;05/03/21;000000;277.5;83551110
Сбербанк;D;09/03/21;000000;285.79;72788180
Сбербанк;D;10/03/21;000000;282.24;55155180
Сбербанк;D;11/03/21;000000;286;47365180
Сбербанк;D;12/03/21;000000;284.93;51540190
Сбербанк;D;15/03/21;000000;292.74;67805740
Сбербанк;D;16/03/21;000000;292.33;53921730
Сбербанк;D;17/03/21;000000;283.35;110292330
Сбербанк;D;18/03/21;000000;279.25;74128740
Сбербанк;D;19/03/21;000000;285.47;84249430
Сбербанк;D;22/03/21;000000;288.65;62762410
Сбербанк;D;23/03/21;000000;282.6;70760630
Сбербанк;D;24/03/21;000000;285.79;46411230
Сбербанк;D;25/03/21;000000;286.66;35216620
Сбербанк;D;26/03/21;000000;291.22;56072880
Сбербанк;D;29/03/21;000000;293.3;43681330
Сбербанк;D;30/03/21;000000;293.25;38806220
Сбербанк;D;31/03/21;000000;291.02;46996880
Сбербанк;D;01/04/21;000000;290.24;51601440
Сбербанк;D;02/04/21;000000;291.7;19279180
Сбербанк;D;05/04/21;000000;288.78;35363370
Сбербанк;D;06/04/21;000000;281.5;77530890
Сбербанк;D;07/04/21;000000;283.98;74146060
Сбербанк;D;08/04/21;000000;283.89;51289780
Сбербанк;D;09/04/21;000000;281.07;40033420
Сбербанк;D;12/04/21;000000;281.75;57180030
Сбербанк;D;13/04/21;000000;287.95;67973530
Сбербанк;D;14/04/21;000000;287.18;59364940
Сбербанк;D;15/04/21;000000;283.72;88048600
Сбербанк;D;16/04/21;000000;288.5;63499000
Сбербанк;D;19/04/21;000000;287.72;51327720
Сбербанк;D;20/04/21;000000;287.42;63197880
Сбербанк;D;21/04/21;000000;289.25;49792800
Сбербанк;D;22/04/21;000000;292.18;73632070
Сбербанк;D;23/04/21;000000;293.19;42651330
Сбербанк;D;26/04/21;000000;295.27;45760050
Сбербанк;D;27/04/21;000000;298.5;62853160
Сбербанк;D;28/04/21;000000;298.49;40622520
Сбербанк;D;29/04/21;000000;297.1;57082260
Сбербанк;D;30/04/21;000000;297.73;35679650
Сбербанк;D;04/05/21;000000;303.7;60457530
Сбербанк;D;05/05/21;000000;305.99;41715270
Сбербанк;D;06/05/21;000000;314.72;62565270
Сбербанк;D;07/05/21;000000;317.94;56433970
Сбербанк;D;10/05/21;000000;320.19;59248110
Сбербанк;D;11/05/21;000000;307.16;79945470
Сбербанк;D;12/05/21;000000;302.02;56142830
Сбербанк;D;13/05/21;000000;306.74;57721460
Сбербанк;D;14/05/21;000000;304.1;26858430
Сбербанк;D;17/05/21;000000;303.94;28384220
Сбербанк;D;18/05/21;000000;305.78;35496400
Сбербанк;D;19/05/21;000000;297;71747950
Сбербанк;D;20/05/21;000000;296.72;58510610
Сбербанк;D;21/05/21;000000;301.23;51415080
Сбербанк;D;24/05/21;000000;300.7;30831530
Сбербанк;D;25/05/21;000000;306.8;37547680
Сбербанк;D;26/05/21;000000;307.01;35358520
Сбербанк;D;27/05/21;000000;312.72;70753690
Сбербанк;D;28/05/21;000000;309.56;35484140
Сбербанк;D;31/05/21;000000;310.79;23683010
Сбербанк;D;01/06/21;000000;311.6;37655890
Сбербанк;D;02/06/21;000000;313.98;27008780
Сбербанк;D;03/06/21;000000;312.41;34546320
Сбербанк;D;04/06/21;000000;310.94;37126650
Сбербанк;D;07/06/21;000000;315.53;40197440
Сбербанк;D;08/06/21;000000;314.83;34944620
Сбербанк;D;09/06/21;000000;314.78;25152290
Сбербанк;D;10/06/21;000000;314.62;29211800
Сбербанк;D;11/06/21;000000;313;21924900
Сбербанк;D;14/06/21;000000;314.12;25517710
Сбербанк;D;15/06/21;000000;312.51;29741250
Сбербанк;D;16/06/21;000000;311.61;38253860
Сбербанк;D;17/06/21;000000;313.9;44322800
Сбербанк;D;18/06/21;000000;309.3;62462450
Сбербанк;D;21/06/21;000000;310.4;36129780
Сбербанк;D;22/06/21;000000;309.73;23538080
Сбербанк;D;23/06/21;000000;309.79;24831290
Сбербанк;D;24/06/21;000000;310;19725240
Сбербанк;D;25/06/21;000000;311.81;22598640
Сбербанк;D;28/06/21;000000;309.48;19460180
Сбербанк;D;29/06/21;000000;306.1;33944770
Сбербанк;D;30/06/21;000000;306.45;31549580
Сбербанк;D;01/07/21;000000;305.78;19989790
