<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
Аэрофлот;D;06/10/20;000000;67.56;36129200
Аэрофлот;D;07/10/20;000000;65.86;27545600
Аэрофлот;D;08/10/20;000000;62.72;49538490
Аэрофлот;D;09/10/20;000000;60.26;111134380
Аэрофлот;D;12/10/20;000000;59.66;38494240
Аэрофлот;D;13/10/20;000000;57.68;51910160
Аэрофлот;D;14/10/20;000000;59.06;40161570
Аэрофлот;D;15/10/20;000000;57.98;31929580
Аэрофлот;D;16/10/20;000000;58.2;25915430
Аэрофлот;D;19/10/20;000000;58.56;15591320
Аэрофлот;D;20/10/20;000000;58.4;23811750
Аэрофлот;D;21/10/20;000000;58.42;11707670
Аэрофлот;D;22/10/20;000000;59.6;24077390
Аэрофлот;D;23/10/20;000000;59.82;20266090
Аэрофлот;D;26/10/20;000000;58.44;22442500
Аэрофлот;D;27/10/20;000000;57.58;23108070
Аэрофлот;D;28/10/20;000000;55.08;41765560
Аэрофлот;D;29/10/20;000000;56.72;26536450
Аэрофлот;D;30/10/20;000000;57.3;37367270
Аэрофлот;D;02/11/20;000000;56.48;23443560
Аэрофлот;D;03/11/20;000000;58;26689320
Аэрофлот;D;05/11/20;000000;58.94;33945380
Аэрофлот;D;06/11/20;000000;59.66;20941110
Аэрофлот;D;09/11/20;000000;65.12;157878300
Аэрофлот;D;10/11/20;000000;65.34;55222530
Аэрофлот;D;11/11/20;000000;66.94;52785630
Аэрофлот;D;12/11/20;000000;64.96;29441040
Аэрофлот;D;13/11/20;000000;67.3;42241300
Аэрофлот;D;16/11/20;000000;69.44;63371930
Аэрофлот;D;17/11/20;000000;67.5;44576440
Аэрофлот;D;18/11/20;000000;68.08;45368790
Аэрофлот;D;19/11/20;000000;68.54;28950640
Аэрофлот;D;20/11/20;000000;68.98;14724470
Аэрофлот;D;23/11/20;000000;69.48;23031280
Аэрофлот;D;24/11/20;000000;72.62;56199360
Аэрофлот;D;25/11/20;000000;72.18;67317020
Аэрофлот;D;26/11/20;000000;71.24;33621190
Аэрофлот;D;27/11/20;000000;72;23085080
Аэрофлот;D;30/11/20;000000;71.66;24769580
Аэрофлот;D;01/12/20;000000;72.18;18647290
Аэрофлот;D;02/12/20;000000;72.5;15801710
Аэрофлот;D;03/12/20;000000;74;34266650
Аэрофлот;D;04/12/20;000000;74.14;36948050
Аэрофлот;D;07/12/20;000000;74;25689540
Аэрофлот;D;08/12/20;000000;72.7;28608330
Аэрофлот;D;09/12/20;000000;72;20086090
Аэрофлот;D;10/12/20;000000;72.18;19649570
Аэрофлот;D;11/12/20;000000;71.76;22949290
Аэрофлот;D;14/12/20;000000;71.08;28661340
Аэрофлот;D;15/12/20;000000;70.24;18541630
Аэрофлот;D;16/12/20;000000;71.46;18406370
Аэрофлот;D;17/12/20;000000;71.1;23210170
Аэрофлот;D;18/12/20;000000;71.4;36988650
Аэрофлот;D;21/12/20;000000;68.76;55398500
Аэрофлот;D;22/12/20;000000;68.74;21158790
Аэрофлот;D;23/12/20;000000;69.42;11656920
Аэрофлот;D;24/12/20;000000;68.98;9188070
Аэрофлот;D;25/12/20;000000;69.14;5475150
Аэрофлот;D;28/12/20;000000;69.62;10948870
Аэрофлот;D;29/12/20;000000;70.62;21641070
Аэрофлот;D;30/12/20;000000;71.44;18660010
Аэрофлот;D;04/01/21;000000;72.06;17724460
Аэрофлот;D;05/01/21;000000;72.74;13120660
Аэрофлот;D;06/01/21;000000;72.96;18478850
Аэрофлот;D;08/01/21;000000;73.58;16300610
Аэрофлот;D;11/01/21;000000;74.08;26110910
Аэрофлот;D;12/01/21;000000;74.18;16566970
Аэрофлот;D;13/01/21;000000;73.5;13254180
Аэрофлот;D;14/01/21;000000;73.16;14637730
Аэрофлот;D;15/01/21;000000;72.3;14506000
Аэрофлот;D;18/01/21;000000;72.78;10102260
Аэрофлот;D;19/01/21;000000;73.72;24378410
Аэрофлот;D;20/01/21;000000;73.72;12754380
Аэрофлот;D;21/01/21;000000;72.5;13268930
Аэрофлот;D;22/01/21;000000;71.84;17731400
Аэрофлот;D;25/01/21;000000;71.14;26563250
Аэрофлот;D;26/01/21;000000;70.76;14965810
Аэрофлот;D;27/01/21;000000;69.88;20642700
Аэрофлот;D;28/01/21;000000;71;40636230
Аэрофлот;D;29/01/21;000000;69.88;16064170
Аэрофлот;D;01/02/21;000000;70.34;10880520
Аэрофлот;D;02/02/21;000000;70.14;13370970
Аэрофлот;D;03/02/21;000000;70.68;12141870
Аэрофлот;D;04/02/21;000000;70.56;9551450
Аэрофлот;D;05/02/21;000000;70.82;11157190
Аэрофлот;D;08/02/21;000000;71.08;19635580
Аэрофлот;D;09/02/21;000000;70.34;20396740
Аэрофлот;D;10/02/21;000000;69.18;30236780
Аэрофлот;D;11/02/21;000000;68.86;11670370
Аэрофлот;D;12/02/21;000000;69.28;15544110
Аэрофлот;D;15/02/21;000000;69.62;16695320
Аэрофлот;D;16/02/21;000000;69.5;18100690
Аэрофлот;D;17/02/21;000000;69.18;20701540
Аэрофлот;D;18/02/21;000000;68.8;14477690
Аэрофлот;D;19/02/21;000000;69.02;15412250
Аэрофлот;D;20/02/21;000000;69.14;2857660
Аэрофлот;D;22/02/21;000000;69.2;10678660
Аэрофлот;D;24/02/21;000000;70.3;27793010
Аэрофлот;D;25/02/21;000000;69.44;13431680
Аэрофлот;D;26/02/21;000000;69.66;12189210
Аэрофлот;D;01/03/21;000000;69.92;11153680
Аэрофлот;D;02/03/21;000000;71.1;19930570
Аэрофлот;D;03/03/21;000000;70.6;20993850
Аэрофлот;D;04/03/21;000000;69.44;14615550
Аэрофлот;D;05/03/21;000000;69.28;17474430
Аэрофлот;D;09/03/21;000000;69.66;14128460
Аэрофлот;D;10/03/21;000000;69.86;13142030
Аэрофлот;D;11/03/21;000000;70;13586320
Аэрофлот;D;12/03/21;000000;69.86;11692120
Аэрофлот;D;15/03/21;000000;70.82;20166250
Аэрофлот;D;16/03/21;000000;70.5;19543350
Аэрофлот;D;17/03/21;000000;70.02;17105840
Аэрофлот;D;18/03/21;000000;69.18;13331820
Аэрофлот;D;19/03/21;000000;69.8;11709760
Аэрофлот;D;22/03/21;000000;69.26;9774460
Аэрофлот;D;23/03/21;000000;67.72;27352000
Аэрофлот;D;24/03/21;000000;65.9;35825540
Аэрофлот;D;25/03/21;000000;66.14;19855330
Аэрофлот;D;26/03/21;000000;68;22063870
Аэрофлот;D;29/03/21;000000;67.46;14267160
Аэрофлот;D;30/03/21;000000;66.84;17049880
Аэрофлот;D;31/03/21;000000;67.44;13878200
Аэрофлот;D;01/04/21;000000;67.16;14927900
Аэрофлот;D;02/04/21;000000;67.5;6501460
Аэрофлот;D;05/04/21;000000;67.32;9152720
Аэрофлот;D;06/04/21;000000;66.88;9184980
Аэрофлот;D;07/04/21;000000;67.02;7602420
Аэрофлот;D;08/04/21;000000;66.8;10257330
Аэрофлот;D;09/04/21;000000;66.28;8953820
Аэрофлот;D;12/04/21;000000;66.52;10521450
Аэрофлот;D;13/04/21;000000;65.76;17081660
Аэрофлот;D;14/04/21;000000;65.8;17403270
Аэрофлот;D;15/04/21;000000;65.62;23448300
Аэрофлот;D;16/04/21;000000;66.48;19582750
Аэрофлот;D;19/04/21;000000;65.48;15396340
Аэрофлот;D;20/04/21;000000;64.48;35557220
Аэрофлот;D;21/04/21;000000;63.6;31764620
Аэрофлот;D;22/04/21;000000;64.48;17003210
Аэрофлот;D;23/04/21;000000;65.3;17491510
Аэрофлот;D;26/04/21;000000;66.04;16520500
Аэрофлот;D;27/04/21;000000;65.54;11514710
Аэрофлот;D;28/04/21;000000;65;9486780
Аэрофлот;D;29/04/21;000000;64.9;6847590
Аэрофлот;D;30/04/21;000000;64.54;8303780
Аэрофлот;D;04/05/21;000000;65.18;10050080
Аэрофлот;D;05/05/21;000000;65.22;9201910
Аэрофлот;D;06/05/21;000000;65.4;6082580
Аэрофлот;D;07/05/21;000000;65.64;6330320
Аэрофлот;D;10/05/21;000000;66.88;16497690
Аэрофлот;D;11/05/21;000000;66.32;10626730
Аэрофлот;D;12/05/21;000000;65.9;9033320
Аэрофлот;D;13/05/21;000000;66.6;14400610
Аэрофлот;D;14/05/21;000000;67.32;7961040
Аэрофлот;D;17/05/21;000000;70.6;53828920
Аэрофлот;D;18/05/21;000000;70.92;38200510
Аэрофлот;D;19/05/21;000000;69.5;26232800
Аэрофлот;D;20/05/21;000000;70.08;13036770
Аэрофлот;D;21/05/21;000000;70.86;14841660
Аэрофлот;D;24/05/21;000000;71.68;19128100
Аэрофлот;D;25/05/21;000000;71.34;10838080
Аэрофлот;D;26/05/21;000000;70.72;14574260
Аэрофлот;D;27/05/21;000000;71.12;21616910
Аэрофлот;D;28/05/21;000000;69.94;18811710
Аэрофлот;D;31/05/21;000000;70.06;7704600
Аэрофлот;D;01/06/21;000000;71.06;16562770
Аэрофлот;D;02/06/21;000000;71.24;11290390
Аэрофлот;D;03/06/21;000000;71.5;12998110
Аэрофлот;D;04/06/21;000000;71.44;9304980
Аэрофлот;D;07/06/21;000000;71.34;8994030
Аэрофлот;D;08/06/21;000000;71.38;6287280
Аэрофлот;D;09/06/21;000000;73.72;42789420
Аэрофлот;D;10/06/21;000000;73.34;28971570
Аэрофлот;D;11/06/21;000000;73.58;16540180
Аэрофлот;D;14/06/21;000000;72.28;16769210
Аэрофлот;D;15/06/21;000000;71.06;20382770
Аэрофлот;D;16/06/21;000000;70.16;23974590
Аэрофлот;D;17/06/21;000000;69.9;20158380
Аэрофлот;D;18/06/21;000000;71.4;27773800
Аэрофлот;D;21/06/21;000000;71.1;12781590
Аэрофлот;D;22/06/21;000000;71.68;9490570
Аэрофлот;D;23/06/21;000000;70.58;15883980
Аэрофлот;D;24/06/21;000000;69.14;20965900
Аэрофлот;D;25/06/21;000000;69.98;15209830
Аэрофлот;D;28/06/21;000000;69.32;12448580
Аэрофлот;D;29/06/21;000000;68.06;22130010
Аэрофлот;D;30/06/21;000000;68.6;18053940
Аэрофлот;D;01/07/21;000000;68.54;6521030
ГАЗПРОМ ао;D;30/06/20;000000;194.31;52319960
ГАЗПРОМ ао;D;02/07/20;000000;195.28;34180240
ГАЗПРОМ ао;D;03/07/20;000000;197.2;26437660
ГАЗПРОМ ао;D;06/07/20;000000;199.99;46530930
ГАЗПРОМ ао;D;07/07/20;000000;197.96;35189640
ГАЗПРОМ ао;D;08/07/20;000000;201.17;30744910
ГАЗПРОМ ао;D;09/07/20;000000;199.44;40528750
ГАЗПРОМ ао;D;10/07/20;000000;200.94;39060000
ГАЗПРОМ ао;D;13/07/20;000000;195.7;63039880
ГАЗПРОМ ао;D;14/07/20;000000;193.6;83198180
ГАЗПРОМ ао;D;15/07/20;000000;182.26;73993160
ГАЗПРОМ ао;D;16/07/20;000000;183.32;29446890
ГАЗПРОМ ао;D;17/07/20;000000;184.65;25485050
ГАЗПРОМ ао;D;20/07/20;000000;188.36;30025150
ГАЗПРОМ ао;D;21/07/20;000000;186.78;44428780
ГАЗПРОМ ао;D;22/07/20;000000;187.15;22774280
ГАЗПРОМ ао;D;23/07/20;000000;184.69;29810820
ГАЗПРОМ ао;D;24/07/20;000000;185.45;30444550
ГАЗПРОМ ао;D;27/07/20;000000;185.03;22787280
ГАЗПРОМ ао;D;28/07/20;000000;184.3;26644520
ГАЗПРОМ ао;D;29/07/20;000000;184.69;27906170
ГАЗПРОМ ао;D;30/07/20;000000;182.52;34046830
ГАЗПРОМ ао;D;31/07/20;000000;182.59;44968290
ГАЗПРОМ ао;D;03/08/20;000000;183.6;28662180
ГАЗПРОМ ао;D;04/08/20;000000;183.31;32447880
ГАЗПРОМ ао;D;05/08/20;000000;189.15;75449690
ГАЗПРОМ ао;D;06/08/20;000000;189.07;42874410
ГАЗПРОМ ао;D;07/08/20;000000;187.23;28835690
ГАЗПРОМ ао;D;10/08/20;000000;187.7;24237870
ГАЗПРОМ ао;D;11/08/20;000000;189.7;51928900
ГАЗПРОМ ао;D;12/08/20;000000;192.8;35624280
ГАЗПРОМ ао;D;13/08/20;000000;193.76;37890900
ГАЗПРОМ ао;D;14/08/20;000000;192.83;29788920
ГАЗПРОМ ао;D;17/08/20;000000;190.47;55761900
ГАЗПРОМ ао;D;18/08/20;000000;190.3;27793010
ГАЗПРОМ ао;D;19/08/20;000000;189.26;31486780
ГАЗПРОМ ао;D;20/08/20;000000;186.95;37700610
ГАЗПРОМ ао;D;21/08/20;000000;184.51;33845750
ГАЗПРОМ ао;D;24/08/20;000000;187.1;24295200
ГАЗПРОМ ао;D;25/08/20;000000;186.25;19562590
ГАЗПРОМ ао;D;26/08/20;000000;187.48;25461430
ГАЗПРОМ ао;D;27/08/20;000000;184.58;38191360
ГАЗПРОМ ао;D;28/08/20;000000;182.9;34312740
ГАЗПРОМ ао;D;31/08/20;000000;181.01;47470180
ГАЗПРОМ ао;D;01/09/20;000000;184.22;48042850
ГАЗПРОМ ао;D;02/09/20;000000;181.95;50328430
ГАЗПРОМ ао;D;03/09/20;000000;179.13;62964070
ГАЗПРОМ ао;D;04/09/20;000000;179.55;43042720
ГАЗПРОМ ао;D;07/09/20;000000;177.04;38997650
ГАЗПРОМ ао;D;08/09/20;000000;172.95;63849810
ГАЗПРОМ ао;D;09/09/20;000000;173.69;41984320
ГАЗПРОМ ао;D;10/09/20;000000;173.8;34024710
ГАЗПРОМ ао;D;11/09/20;000000;178.05;36949100
ГАЗПРОМ ао;D;14/09/20;000000;178.19;37721940
ГАЗПРОМ ао;D;15/09/20;000000;182.22;42494160
ГАЗПРОМ ао;D;16/09/20;000000;183.26;37431070
ГАЗПРОМ ао;D;17/09/20;000000;183.9;49875980
ГАЗПРОМ ао;D;18/09/20;000000;181.52;45239980
ГАЗПРОМ ао;D;21/09/20;000000;177.17;41362910
ГАЗПРОМ ао;D;22/09/20;000000;179;36413920
ГАЗПРОМ ао;D;23/09/20;000000;177;31918090
ГАЗПРОМ ао;D;24/09/20;000000;174.23;49893020
ГАЗПРОМ ао;D;25/09/20;000000;173.77;96326410
ГАЗПРОМ ао;D;28/09/20;000000;172.74;50545940
ГАЗПРОМ ао;D;29/09/20;000000;171.44;48790750
ГАЗПРОМ ао;D;30/09/20;000000;169.97;48630880
ГАЗПРОМ ао;D;01/10/20;000000;168.4;60359030
ГАЗПРОМ ао;D;02/10/20;000000;169.47;40347360
ГАЗПРОМ ао;D;05/10/20;000000;170.64;37440350
ГАЗПРОМ ао;D;06/10/20;000000;171.35;64134630
ГАЗПРОМ ао;D;07/10/20;000000;168.23;65840210
ГАЗПРОМ ао;D;08/10/20;000000;167.43;36673250
ГАЗПРОМ ао;D;09/10/20;000000;166.97;41538260
ГАЗПРОМ ао;D;12/10/20;000000;169.05;38968420
ГАЗПРОМ ао;D;13/10/20;000000;166.37;34698350
ГАЗПРОМ ао;D;14/10/20;000000;167.24;26685620
ГАЗПРОМ ао;D;15/10/20;000000;167.16;39904910
ГАЗПРОМ ао;D;16/10/20;000000;163.98;50415600
ГАЗПРОМ ао;D;19/10/20;000000;163.6;34057190
ГАЗПРОМ ао;D;20/10/20;000000;166.53;50479100
ГАЗПРОМ ао;D;21/10/20;000000;164.37;36692530
ГАЗПРОМ ао;D;22/10/20;000000;165.27;39965630
ГАЗПРОМ ао;D;23/10/20;000000;164.96;32927650
ГАЗПРОМ ао;D;26/10/20;000000;162.17;53503300
ГАЗПРОМ ао;D;27/10/20;000000;159.21;58290360
ГАЗПРОМ ао;D;28/10/20;000000;154.3;86900330
ГАЗПРОМ ао;D;29/10/20;000000;156.74;52782610
ГАЗПРОМ ао;D;30/10/20;000000;154.28;42721140
ГАЗПРОМ ао;D;02/11/20;000000;157.74;69727760
ГАЗПРОМ ао;D;03/11/20;000000;161.09;71122150
ГАЗПРОМ ао;D;05/11/20;000000;163.7;73279220
ГАЗПРОМ ао;D;06/11/20;000000;164.92;51681030
ГАЗПРОМ ао;D;09/11/20;000000;170.13;103450630
ГАЗПРОМ ао;D;10/11/20;000000;172.92;76691660
ГАЗПРОМ ао;D;11/11/20;000000;170.53;72044740
ГАЗПРОМ ао;D;12/11/20;000000;172.91;71999190
ГАЗПРОМ ао;D;13/11/20;000000;180.3;104617540
ГАЗПРОМ ао;D;16/11/20;000000;185.32;89649230
ГАЗПРОМ ао;D;17/11/20;000000;182.9;99345370
ГАЗПРОМ ао;D;18/11/20;000000;185;69125570
ГАЗПРОМ ао;D;19/11/20;000000;184.16;53232210
ГАЗПРОМ ао;D;20/11/20;000000;183.21;31876920
ГАЗПРОМ ао;D;23/11/20;000000;184.15;41077210
ГАЗПРОМ ао;D;24/11/20;000000;186.76;60743160
ГАЗПРОМ ао;D;25/11/20;000000;188.03;51148420
ГАЗПРОМ ао;D;26/11/20;000000;185.52;45757740
ГАЗПРОМ ао;D;27/11/20;000000;185.9;50011450
ГАЗПРОМ ао;D;30/11/20;000000;181.89;73295130
ГАЗПРОМ ао;D;01/12/20;000000;185.34;67290280
ГАЗПРОМ ао;D;02/12/20;000000;187.22;40251760
ГАЗПРОМ ао;D;03/12/20;000000;185.12;35903910
ГАЗПРОМ ао;D;04/12/20;000000;188.79;50721800
ГАЗПРОМ ао;D;07/12/20;000000;190.76;53541370
ГАЗПРОМ ао;D;08/12/20;000000;190;48446440
ГАЗПРОМ ао;D;09/12/20;000000;189.35;52697850
ГАЗПРОМ ао;D;10/12/20;000000;192.95;54365050
ГАЗПРОМ ао;D;11/12/20;000000;201.5;103071320
ГАЗПРОМ ао;D;14/12/20;000000;199.91;123347920
ГАЗПРОМ ао;D;15/12/20;000000;201;65566700
ГАЗПРОМ ао;D;16/12/20;000000;206.2;75249280
ГАЗПРОМ ао;D;17/12/20;000000;214.52;159625790
ГАЗПРОМ ао;D;18/12/20;000000;212.69;133803690
ГАЗПРОМ ао;D;21/12/20;000000;203.46;123672020
ГАЗПРОМ ао;D;22/12/20;000000;208.4;109993910
ГАЗПРОМ ао;D;23/12/20;000000;207.63;78924440
ГАЗПРОМ ао;D;24/12/20;000000;206.24;59174500
ГАЗПРОМ ао;D;25/12/20;000000;205.03;16533260
ГАЗПРОМ ао;D;28/12/20;000000;206.11;35056750
ГАЗПРОМ ао;D;29/12/20;000000;208.75;42372300
ГАЗПРОМ ао;D;30/12/20;000000;212.98;74736890
ГАЗПРОМ ао;D;04/01/21;000000;212.71;55458730
ГАЗПРОМ ао;D;05/01/21;000000;215.32;48937810
ГАЗПРОМ ао;D;06/01/21;000000;214.38;47945190
ГАЗПРОМ ао;D;08/01/21;000000;225.49;101044690
ГАЗПРОМ ао;D;11/01/21;000000;227.6;112708870
ГАЗПРОМ ао;D;12/01/21;000000;228.69;64400230
ГАЗПРОМ ао;D;13/01/21;000000;226.8;61137970
ГАЗПРОМ ао;D;14/01/21;000000;228.86;60219960
ГАЗПРОМ ао;D;15/01/21;000000;226.5;54810260
ГАЗПРОМ ао;D;18/01/21;000000;226.88;69177560
ГАЗПРОМ ао;D;19/01/21;000000;223.15;66678920
ГАЗПРОМ ао;D;20/01/21;000000;224.3;51387730
ГАЗПРОМ ао;D;21/01/21;000000;217.28;76728280
ГАЗПРОМ ао;D;22/01/21;000000;215.49;94814510
ГАЗПРОМ ао;D;25/01/21;000000;218.68;74569300
ГАЗПРОМ ао;D;26/01/21;000000;218.8;45214780
ГАЗПРОМ ао;D;27/01/21;000000;217.4;59298790
ГАЗПРОМ ао;D;28/01/21;000000;217.7;52428850
ГАЗПРОМ ао;D;29/01/21;000000;212.83;66780470
ГАЗПРОМ ао;D;01/02/21;000000;214.66;39370050
ГАЗПРОМ ао;D;02/02/21;000000;214.42;78073300
ГАЗПРОМ ао;D;03/02/21;000000;218.1;46028500
ГАЗПРОМ ао;D;04/02/21;000000;219.79;47943720
ГАЗПРОМ ао;D;05/02/21;000000;222.01;42219420
ГАЗПРОМ ао;D;08/02/21;000000;228;67207330
ГАЗПРОМ ао;D;09/02/21;000000;227.73;60643590
ГАЗПРОМ ао;D;10/02/21;000000;223.24;41902370
ГАЗПРОМ ао;D;11/02/21;000000;221.35;34551030
ГАЗПРОМ ао;D;12/02/21;000000;226.71;69245440
ГАЗПРОМ ао;D;15/02/21;000000;229.22;59946680
ГАЗПРОМ ао;D;16/02/21;000000;232.46;86023550
ГАЗПРОМ ао;D;17/02/21;000000;229.14;64553410
ГАЗПРОМ ао;D;18/02/21;000000;224.47;43788250
ГАЗПРОМ ао;D;19/02/21;000000;226;44899380
ГАЗПРОМ ао;D;20/02/21;000000;225.84;6060530
ГАЗПРОМ ао;D;22/02/21;000000;225.63;31459520
ГАЗПРОМ ао;D;24/02/21;000000;222.55;40872710
ГАЗПРОМ ао;D;25/02/21;000000;221.7;42751740
ГАЗПРОМ ао;D;26/02/21;000000;217.56;63838480
ГАЗПРОМ ао;D;01/03/21;000000;221.47;28412480
ГАЗПРОМ ао;D;02/03/21;000000;222.74;34204970
ГАЗПРОМ ао;D;03/03/21;000000;222.15;33273090
ГАЗПРОМ ао;D;04/03/21;000000;221.14;46450100
ГАЗПРОМ ао;D;05/03/21;000000;227;55804810
ГАЗПРОМ ао;D;09/03/21;000000;232.1;73810410
ГАЗПРОМ ао;D;10/03/21;000000;231.69;55391920
ГАЗПРОМ ао;D;11/03/21;000000;232.47;32160630
ГАЗПРОМ ао;D;12/03/21;000000;233.8;28836880
ГАЗПРОМ ао;D;15/03/21;000000;237.79;46193890
ГАЗПРОМ ао;D;16/03/21;000000;234.02;38088000
ГАЗПРОМ ао;D;17/03/21;000000;229.9;62112040
ГАЗПРОМ ао;D;18/03/21;000000;224.35;67606510
ГАЗПРОМ ао;D;19/03/21;000000;225.4;58806150
ГАЗПРОМ ао;D;22/03/21;000000;221.88;58497810
ГАЗПРОМ ао;D;23/03/21;000000;221.62;43130740
ГАЗПРОМ ао;D;24/03/21;000000;223.65;36717810
ГАЗПРОМ ао;D;25/03/21;000000;224.84;29768500
ГАЗПРОМ ао;D;26/03/21;000000;227.3;26765780
ГАЗПРОМ ао;D;29/03/21;000000;228.74;23773400
ГАЗПРОМ ао;D;30/03/21;000000;225.93;26821160
ГАЗПРОМ ао;D;31/03/21;000000;227.24;38853480
ГАЗПРОМ ао;D;01/04/21;000000;226.94;43834500
ГАЗПРОМ ао;D;02/04/21;000000;228.4;12639110
ГАЗПРОМ ао;D;05/04/21;000000;225.06;23956590
ГАЗПРОМ ао;D;06/04/21;000000;222.95;36300060
ГАЗПРОМ ао;D;07/04/21;000000;224.51;29509280
ГАЗПРОМ ао;D;08/04/21;000000;224.3;19421940
ГАЗПРОМ ао;D;09/04/21;000000;222.15;20915750
ГАЗПРОМ ао;D;12/04/21;000000;222.87;29320420
ГАЗПРОМ ао;D;13/04/21;000000;227.99;39097660
ГАЗПРОМ ао;D;14/04/21;000000;235.32;92446640
ГАЗПРОМ ао;D;15/04/21;000000;234.63;63090250
ГАЗПРОМ ао;D;16/04/21;000000;235.1;46274480
ГАЗПРОМ ао;D;19/04/21;000000;231.17;39740240
ГАЗПРОМ ао;D;20/04/21;000000;230;43935840
ГАЗПРОМ ао;D;21/04/21;000000;230.84;35499700
ГАЗПРОМ ао;D;22/04/21;000000;230.93;60354570
ГАЗПРОМ ао;D;23/04/21;000000;232.62;35452910
ГАЗПРОМ ао;D;26/04/21;000000;233.23;28722530
ГАЗПРОМ ао;D;27/04/21;000000;232;29292630
ГАЗПРОМ ао;D;28/04/21;000000;232.96;37522280
ГАЗПРОМ ао;D;29/04/21;000000;230.51;55649060
ГАЗПРОМ ао;D;30/04/21;000000;231.38;32114120
ГАЗПРОМ ао;D;04/05/21;000000;233.8;37971060
ГАЗПРОМ ао;D;05/05/21;000000;237.5;38151660
ГАЗПРОМ ао;D;06/05/21;000000;243;50392530
ГАЗПРОМ ао;D;07/05/21;000000;241.7;37202190
ГАЗПРОМ ао;D;10/05/21;000000;241.41;32419730
ГАЗПРОМ ао;D;11/05/21;000000;242.5;35851190
ГАЗПРОМ ао;D;12/05/21;000000;241.79;33301670
ГАЗПРОМ ао;D;13/05/21;000000;247.16;64223010
ГАЗПРОМ ао;D;14/05/21;000000;249.55;50360050
ГАЗПРОМ ао;D;17/05/21;000000;255.15;41131010
ГАЗПРОМ ао;D;18/05/21;000000;266.22;86426350
ГАЗПРОМ ао;D;19/05/21;000000;260.9;93580930
ГАЗПРОМ ао;D;20/05/21;000000;259.16;46561170
ГАЗПРОМ ао;D;21/05/21;000000;258;29121200
ГАЗПРОМ ао;D;24/05/21;000000;261.24;24679160
ГАЗПРОМ ао;D;25/05/21;000000;259.79;30710070
ГАЗПРОМ ао;D;26/05/21;000000;263.09;34679380
ГАЗПРОМ ао;D;27/05/21;000000;262.96;57622500
ГАЗПРОМ ао;D;28/05/21;000000;262;35300830
ГАЗПРОМ ао;D;31/05/21;000000;261.03;21501820
ГАЗПРОМ ао;D;01/06/21;000000;263.86;32763300
ГАЗПРОМ ао;D;02/06/21;000000;271.15;53358040
ГАЗПРОМ ао;D;03/06/21;000000;272.1;52911460
ГАЗПРОМ ао;D;04/06/21;000000;274.3;54413780
ГАЗПРОМ ао;D;07/06/21;000000;275.67;34319270
ГАЗПРОМ ао;D;08/06/21;000000;275.36;53123740
ГАЗПРОМ ао;D;09/06/21;000000;275.65;28265930
ГАЗПРОМ ао;D;10/06/21;000000;276.1;37264440
ГАЗПРОМ ао;D;11/06/21;000000;277.05;26621830
ГАЗПРОМ ао;D;14/06/21;000000;279.5;28193270
ГАЗПРОМ ао;D;15/06/21;000000;272.72;52232300
ГАЗПРОМ ао;D;16/06/21;000000;271.8;67263730
