<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
Возрожд-ао;W;10/07/17;000000;738;431
Возрожд-ао;W;17/07/17;000000;742,5;347
Возрожд-ао;W;24/07/17;000000;642;9563
Возрожд-ао;W;31/07/17;000000;598,5;11987
Возрожд-ао;W;07/08/17;000000;600;4287
Возрожд-ао;W;14/08/17;000000;582;657
Возрожд-ао;W;21/08/17;000000;577;1229
Возрожд-ао;W;28/08/17;000000;571,5;2523
Возрожд-ао;W;04/09/17;000000;565;111117
Возрожд-ао;W;11/09/17;000000;589;5961
Возрожд-ао;W;18/09/17;000000;570,5;2428
Возрожд-ао;W;25/09/17;000000;560;2470
Возрожд-ао;W;02/10/17;000000;563,5;2018
Возрожд-ао;W;09/10/17;000000;583,5;2150
Возрожд-ао;W;16/10/17;000000;616;4811
Возрожд-ао;W;23/10/17;000000;589;2902
Возрожд-ао;W;30/10/17;000000;609,5;2413
Возрожд-ао;W;06/11/17;000000;599;358
Возрожд-ао;W;13/11/17;000000;598;755
Возрожд-ао;W;20/11/17;000000;586,5;283
Возрожд-ао;W;27/11/17;000000;590,5;4755
Возрожд-ао;W;04/12/17;000000;590;1368
Возрожд-ао;W;11/12/17;000000;578;1488
Возрожд-ао;W;18/12/17;000000;512;2310
Возрожд-ао;W;25/12/17;000000;501;604
Возрожд-ао;W;01/01/18;000000;499;43
Возрожд-ао;W;08/01/18;000000;490;278
Возрожд-ао;W;15/01/18;000000;540;6476
Возрожд-ао;W;22/01/18;000000;517;7483
Возрожд-ао;W;29/01/18;000000;507;1238
Возрожд-ао;W;05/02/18;000000;499;1299
Возрожд-ао;W;12/02/18;000000;483;799
Возрожд-ао;W;19/02/18;000000;495,5;1820
Возрожд-ао;W;26/02/18;000000;481,5;667
Возрожд-ао;W;05/03/18;000000;485,5;683
Возрожд-ао;W;12/03/18;000000;444;2681
Возрожд-ао;W;19/03/18;000000;413,5;2856
Возрожд-ао;W;26/03/18;000000;423,5;2288
Возрожд-ао;W;02/04/18;000000;385;1595
Возрожд-ао;W;09/04/18;000000;339;2992
Возрожд-ао;W;16/04/18;000000;334;3350
Возрожд-ао;W;23/04/18;000000;326,5;1486
Возрожд-ао;W;30/04/18;000000;328;504
Возрожд-ао;W;07/05/18;000000;334;1117
Возрожд-ао;W;14/05/18;000000;318;2421
Возрожд-ао;W;21/05/18;000000;377;12940
Возрожд-ао;W;28/05/18;000000;380;6272
Возрожд-ао;W;04/06/18;000000;407;10238
Возрожд-ао;W;11/06/18;000000;397;1147
Возрожд-ао;W;18/06/18;000000;398;3120
Возрожд-ао;W;25/06/18;000000;390;1992
Возрожд-ао;W;02/07/18;000000;401;5972
Возрожд-ао;W;09/07/18;000000;383;4180
Возрожд-ао;W;16/07/18;000000;369;3983
Возрожд-ао;W;23/07/18;000000;366;2518
Возрожд-ао;W;30/07/18;000000;355;1231
Возрожд-ао;W;06/08/18;000000;380;3480
Возрожд-ао;W;13/08/18;000000;406;27555
Возрожд-ао;W;20/08/18;000000;387;6752
Возрожд-ао;W;27/08/18;000000;414;5820
Возрожд-ао;W;03/09/18;000000;428;8022
Возрожд-ао;W;10/09/18;000000;436;6431
Возрожд-ао;W;17/09/18;000000;426;3905
Возрожд-ао;W;24/09/18;000000;458;16210
Возрожд-ао;W;01/10/18;000000;460;12593
Возрожд-ао;W;08/10/18;000000;459;6189
Возрожд-ао;W;15/10/18;000000;466;1065
Возрожд-ао;W;22/10/18;000000;460;1080
Возрожд-ао;W;29/10/18;000000;464;6189
Возрожд-ао;W;05/11/18;000000;469;20662
Возрожд-ао;W;12/11/18;000000;471;12073
Возрожд-ао;W;19/11/18;000000;472,5;7270
Возрожд-ао;W;26/11/18;000000;473;2534
Возрожд-ао;W;03/12/18;000000;473,5;3540
Возрожд-ао;W;10/12/18;000000;475;531
Возрожд-ао;W;17/12/18;000000;474,5;2713
Возрожд-ао;W;24/12/18;000000;476,5;4070
